type,question,options,answer,tone,difficulty
TEXT,How would you improve the support agent's training?,['Text'],I would improve the support agents training,verbose,short
TEXT,How would you improve the support agent's training?,['Text'],I would improve the support agents training,concise,short
TEXT,How would you improve the support agent's training?,['Text'],I would improve the support agents training,explanatory,short
TEXT,How would you rate the agent's communication skills?,['Text'],I would rate the agents communication skills,verbose,short
TEXT,How would you rate the agent's communication skills?,['Text'],I would rate the agents communication skills,annoyed,short
TEXT,How would you rate the agent's patience and understanding?,['Text'],I would rate patience and understanding as high,verbose,short
TEXT,How would you rate the agent's patience and understanding?,['Text'],I would rate patience and understanding as high,concise,short
TEXT,How would you rate the agent's patience and understanding?,['Text'],I would rate patience and understanding as high,colloquial,short
TEXT,How would you rate the agent's patience and understanding?,['Text'],I would rate patience and understanding as high,explanatory,short
TEXT,How would you rate the agent's patience and understanding?,['Text'],I would rate patience and understanding as high,annoyed,short
TEXT,How would you rate the agent's problem-solving skills?,['Text'],I would rate the agents problemsolving skills,explanatory,short
TEXT,How would you rate the overall organization of the event?,['Text'],I would rate it as a positive,explanatory,short
TEXT,How would you rate the overall value of the convention?,['Text'],I would rate the convention as good,verbose,short
TEXT,How would you rate the overall value of the convention?,['Text'],I would rate the convention as good,concise,short
TEXT,How would you rate the overall value of the convention?,['Text'],I would rate the convention as good,colloquial,short
TEXT,How would you rate the overall value of the convention?,['Text'],I would rate the convention as good,explanatory,short
TEXT,How would you rate the overall value of the convention?,['Text'],I would rate the convention as a waste of time,annoyed,short
TEXT,Is there anything else you would like to share about your experience?,['Text'],Im not sure,verbose,short
TEXT,Is there anything else you would like to share about your experience?,['Text'],I would like to share my experiences with others,concise,short
TEXT,Is there anything else you would like to share about your experience?,['Text'],I would like to share my experience with others,colloquial,short
TEXT,Is there anything else you would like to share about your experience?,['Text'],I would like to share my experiences with you,explanatory,short
TEXT,Is there anything else you would like to share about your experience?,['Text'],I would like to share my experiences with others,annoyed,short
TEXT,"On a scale of 1-10, how likely are you to recommend our support?",['Text'],Im not sure if Im recommending it or not,verbose,short
TEXT,"On a scale of 1-10, how likely are you to recommend our support?",['Text'],Im not sure,concise,short
TEXT,"On a scale of 1-10, how likely are you to recommend our support?",['Text'],Im very likely to recommend our support,colloquial,short
TEXT,"On a scale of 1-10, how likely are you to recommend our support?",['Text'],Im very likely to recommend our support,explanatory,short
TEXT,"On a scale of 1-10, how likely are you to recommend our support?",['Text'],Im not sure,annoyed,short
TEXT,Please share any additional feedback you have for us.,['Text'],Id like to hear your thoughts,verbose,short
TEXT,Please share any additional feedback you have for us.,['Text'],Id like to hear your feedback,colloquial,short
TEXT,Please share any additional feedback you have for us.,['Text'],Im not sure if Ill be able to help you,annoyed,short
TEXT,Provide feedback on the effectiveness of the communication system.,['Text'],I think its a good system,verbose,short
TEXT,Provide feedback on the effectiveness of the communication system.,['Text'],I think its a good system,colloquial,short
TEXT,Provide feedback on the effectiveness of the communication system.,['Text'],I think the communication system is a good one,explanatory,short
TEXT,Provide further details.,['Text'],Im sorry to hear that,verbose,short
TEXT,Provide further details.,['Text'],Id like to know more about it,concise,short
TEXT,Provide further details.,['Text'],Id like to know more about the project,colloquial,short
TEXT,Provide further details.,['Text'],Im sorry to hear that Im sorry to hear that,explanatory,short
TEXT,Rate the overall helpfulness of the support.,['Text'],I think its very helpful,verbose,short
TEXT,Rate the overall helpfulness of the support.,['Text'],I think its very helpful,concise,short
TEXT,Rate the overall helpfulness of the support.,['Text'],I think its very helpful,colloquial,short
TEXT,Rate the overall helpfulness of the support.,['Text'],I think its very helpful,explanatory,short
TEXT,Rate the overall helpfulness of the support.,['Text'],Im not sure if its a good thing or not,annoyed,short
TEXT,Reflect on your personal contribution to the communication.,['Text'],Im proud of what Ive done,verbose,short
TEXT,Reflect on your personal contribution to the communication.,['Text'],Im grateful for the work youve done,concise,short
TEXT,Reflect on your personal contribution to the communication.,['Text'],Im grateful for your contribution,colloquial,short
TEXT,Reflect on your personal contribution to the communication.,['Text'],Im proud of the work youve done,explanatory,short
TEXT,Share any concerns you have about the convention.,['Text'],Im worried about the convention,verbose,short
TEXT,Share any concerns you have about the convention.,['Text'],Im worried about the convention,concise,short
TEXT,Share any concerns you have about the convention.,['Text'],I think its a good idea,colloquial,short
TEXT,Share any concerns you have about the convention.,['Text'],Im worried about the convention,explanatory,short
TEXT,Share any concerns you have about the convention.,['Text'],Im not sure what the convention is about,annoyed,short
TEXT,Share any unexpected positive experiences you had at the convention.,['Text'],I had a great time,verbose,short
TEXT,Share any unexpected positive experiences you had at the convention.,['Text'],I had a great time at the convention,concise,short
TEXT,Share any unexpected positive experiences you had at the convention.,['Text'],I had a great time at the convention,colloquial,short
TEXT,Share any unexpected positive experiences you had at the convention.,['Text'],I had a great time,explanatory,short
TEXT,Share any unexpected positive experiences you had at the convention.,['Text'],I had a great time at the convention,annoyed,short
TEXT,Share your feedback.,['Text'],Id like to know if you have any questions,verbose,short
TEXT,Share your feedback.,['Text'],Id like to know what you think,concise,short
TEXT,Share your feedback.,['Text'],Im glad you liked it,colloquial,short
TEXT,Summarize the main points.,['Text'],I dont know what to do about it,concise,short
TEXT,Summarize the main points.,['Text'],I dont know what to do,annoyed,short
TEXT,Was the solution provided easy to understand and implement?,['Text'],Yes,verbose,short
TEXT,Was the solution provided easy to understand and implement?,['Text'],Yes,concise,short
TEXT,Was the solution provided easy to understand and implement?,['Text'],Yes,colloquial,short
TEXT,Was the solution provided easy to understand and implement?,['Text'],Yes,explanatory,short
TEXT,Was the solution provided easy to understand and implement?,['Text'],Yes,annoyed,short
TEXT,Were all your questions answered to your satisfaction?,['Text'],Yes,verbose,short
TEXT,Were all your questions answered to your satisfaction?,['Text'],Yes,concise,short
TEXT,Were all your questions answered to your satisfaction?,['Text'],Yes I did,colloquial,short
TEXT,Were all your questions answered to your satisfaction?,['Text'],Yes,explanatory,short
TEXT,Were all your questions answered to your satisfaction?,['Text'],No I didnt have any questions,annoyed,short
TEXT,Were there any delays in getting your issue resolved?,['Text'],Yes there was a delay,verbose,short
TEXT,Were there any logistical issues you encountered?,['Text'],I didnt have any logistical issues,verbose,short
TEXT,Were there any logistical issues you encountered?,['Text'],I did not have any logistical issues,concise,short
TEXT,Were there any logistical issues you encountered?,['Text'],I didnt have any logistical issues,colloquial,short
TEXT,Were there any logistical issues you encountered?,['Text'],I did not encounter any logistical issues,explanatory,short
TEXT,Were there any logistical issues you encountered?,['Text'],I was frustrated and dissatisfied,annoyed,short
TEXT,Were there any technical difficulties during the support interaction?,['Text'],Yes,verbose,short
TEXT,Were there any technical difficulties during the support interaction?,['Text'],Yes,concise,short
TEXT,Were there any technical difficulties during the support interaction?,['Text'],Yes,colloquial,short
TEXT,Were there any technical difficulties during the support interaction?,['Text'],Yes,explanatory,short
TEXT,Were there any technical difficulties during the support interaction?,['Text'],Yes,annoyed,short
TEXT,What are your observations regarding employee morale?,['Text'],I think its a good thing,concise,short
TEXT,What are your observations regarding employee morale?,['Text'],I think its a good thing,explanatory,short
TEXT,What are your observations regarding the company's overall safety culture?,['Text'],I think its a good idea to have a safety culture,colloquial,short
TEXT,What are your observations regarding the company's overall safety culture?,['Text'],The companys overall safety culture is good,explanatory,short
TEXT,What are your observations regarding the overall productivity levels?,['Text'],I think its a good measure of productivity,colloquial,short
TEXT,What are your recommendations for improving workplace safety?,['Text'],I think its a good idea,concise,short
TEXT,What are your recommendations for improving workplace safety?,['Text'],I think its a good idea,colloquial,short
TEXT,What are your recommendations for improving workplace safety?,['Text'],I think its a good idea,annoyed,short
TEXT,What are your suggestions for improving employee training programs?,['Text'],I think its a good idea,concise,short
TEXT,What are your suggestions for improving employee training programs?,['Text'],I think its a good idea,colloquial,short
TEXT,What are your suggestions for improving employee training programs?,['Text'],I think its a good idea,explanatory,short
TEXT,What are your suggestions for improving the communication during the convention?,['Text'],Id like to have a discussion about the convention,colloquial,short
TEXT,What are your suggestions for reducing downtime?,['Text'],I think its a good idea,verbose,short
TEXT,What are your suggestions for reducing downtime?,['Text'],I think its a good idea,colloquial,short
TEXT,What are your suggestions for reducing downtime?,['Text'],I think its a good idea,explanatory,short
TEXT,What are your suggestions for reducing downtime?,['Text'],I think its a good idea,annoyed,short
TEXT,What are your suggestions?,['Text'],Id like to be able to write a story,verbose,short
TEXT,What are your suggestions?,['Text'],Id like to get a job at a restaurant,colloquial,short
TEXT,What are your thoughts on the current maintenance schedule?,['Text'],I think its a good idea,verbose,short
TEXT,What are your thoughts on the current maintenance schedule?,['Text'],I think its a good idea,concise,short
TEXT,What are your thoughts on the current maintenance schedule?,['Text'],I think its a good idea,explanatory,short
TEXT,What are your thoughts on the current maintenance schedule?,['Text'],I think its a good idea,annoyed,short
TEXT,What are your thoughts on the current supply chain management?,['Text'],I think its a waste of time and money,concise,short
TEXT,What are your thoughts on the current supply chain management?,['Text'],I think its a good thing,colloquial,short
TEXT,What are your thoughts on the effectiveness of the company's training and development programs?,['Text'],I think its a waste of time and money,verbose,short
TEXT,What are your thoughts on the effectiveness of the company's training and development programs?,['Text'],I think its a waste of time and money,concise,short
TEXT,What are your thoughts on the effectiveness of the company's training and development programs?,['Text'],I think its a waste of time and money,annoyed,short
TEXT,What are your thoughts on the effectiveness of the project management methodologies?,['Text'],I think they are a good way to manage a project,verbose,short
TEXT,What are your thoughts on the effectiveness of the project management methodologies?,['Text'],I think its a waste of time and money,explanatory,short
TEXT,What are your thoughts on the effectiveness of the project management methodologies?,['Text'],I think its a waste of time and money,annoyed,short
TEXT,What are your thoughts?,['Text'],I think its a good idea,verbose,short
TEXT,What are your thoughts?,['Text'],I dont think its a good idea,concise,short
TEXT,What are your thoughts?,['Text'],Im not sure,colloquial,short
TEXT,What are your thoughts?,['Text'],I think its a good idea,explanatory,short
TEXT,What aspects of the communication were most successful?,['Text'],The communication was a success,verbose,short
TEXT,What aspects of the communication were most successful?,['Text'],The communication was a success,concise,short
TEXT,What aspects of the communication were most successful?,['Text'],The communication was effective,colloquial,short
TEXT,What aspects of the communication were most successful?,['Text'],The communication was clear and professional,explanatory,short
TEXT,What aspects of the communication were most successful?,['Text'],The communication was a success,annoyed,short
TEXT,What aspects of the convention could be improved for future participants?,['Text'],The convention was a great success,explanatory,short
TEXT,What aspects of the convention did you find most engaging?,['Text'],I found the convention to be a lot of fun,verbose,short
TEXT,What aspects of the convention did you find most engaging?,['Text'],I found the convention to be a lot of fun,concise,short
TEXT,What aspects of the convention did you find most engaging?,['Text'],I found the convention to be a lot of fun,colloquial,short
TEXT,What aspects of the convention did you find most engaging?,['Text'],I found the convention to be a lot of fun,explanatory,short
TEXT,What aspects of the convention did you find most engaging?,['Text'],I found the convention to be a lot of fun,annoyed,short
TEXT,What aspects of the convention exceeded your expectations?,['Text'],The convention was a success,verbose,short
TEXT,What aspects of the convention exceeded your expectations?,['Text'],The convention was a success,concise,short
TEXT,What aspects of the convention exceeded your expectations?,['Text'],The convention exceeded my expectations,colloquial,short
TEXT,What aspects of the convention exceeded your expectations?,['Text'],The convention exceeded my expectations,explanatory,short
TEXT,What aspects of the convention exceeded your expectations?,['Text'],The convention was a success,annoyed,short
TEXT,What aspects of the convention fostered a sense of inclusivity and belonging?,['Text'],The convention was a social convention,colloquial,short
TEXT,What aspects of the convention were most impactful?,['Text'],The convention was a great success,verbose,short
TEXT,What aspects of the convention were most impactful?,['Text'],The convention was a success,concise,short
TEXT,What aspects of the convention were most impactful?,['Text'],The convention was a waste of time and money,annoyed,short
TEXT,What aspects of the support were particularly negative?,['Text'],I dont know,colloquial,short
TEXT,What aspects of the support were particularly negative?,['Text'],Im dissatisfied with the lack of support,annoyed,short
TEXT,What aspects of the support were particularly positive?,['Text'],The support was very positive,verbose,short
TEXT,What aspects of the support were particularly positive?,['Text'],The support was very positive,concise,short
TEXT,What aspects of the support were particularly positive?,['Text'],The support was very positive,colloquial,short
TEXT,What aspects of the support were particularly positive?,['Text'],I think its a good support,explanatory,short
TEXT,What aspects of the support were particularly positive?,['Text'],The support was very positive,annoyed,short
TEXT,What challenges did you encounter?,['Text'],I had a lot of problems with my computer,verbose,short
TEXT,What challenges did you encounter?,['Text'],I didnt know what to do,concise,short
TEXT,What challenges did you encounter?,['Text'],I had a lot of problems with my computer,colloquial,short
TEXT,What challenges did you encounter?,['Text'],I did not have a lot of time,explanatory,short
TEXT,What challenges did you encounter?,['Text'],I had a lot of problems with my computer,annoyed,short
TEXT,What could we have done better?,['Text'],We could have done better,verbose,short
TEXT,What could we have done better?,['Text'],We could have done better,concise,short
TEXT,What could we have done better?,['Text'],We could have done better,colloquial,short
TEXT,What could we have done better?,['Text'],We could have done better,explanatory,short
TEXT,What could we have done better?,['Text'],We could have done better,annoyed,short
TEXT,What did you learn from participating in the convention?,['Text'],I learned a lot from the convention,verbose,short
TEXT,What did you learn from participating in the convention?,['Text'],I learned a lot from the convention,colloquial,short
TEXT,What did you learn from participating in the convention?,['Text'],I learned a lot from the convention,explanatory,short
TEXT,What did you learn from participating in the convention?,['Text'],I learned a lot from the convention,annoyed,short
TEXT,What did you learn from this communication experience?,['Text'],I learned a lot from this experience,verbose,short
TEXT,What did you learn from this communication experience?,['Text'],I learned to be a good listener,concise,short
TEXT,What did you learn from this communication experience?,['Text'],I learned a lot from this experience,colloquial,short
TEXT,What did you learn from this communication experience?,['Text'],I learned that I was a good listener,explanatory,short
TEXT,What did you learn from this communication experience?,['Text'],I learned a lot from this experience,annoyed,short
TEXT,What impact did the convention have on your professional development?,['Text'],Ive learned a lot from the convention,verbose,short
TEXT,What impact did the convention have on your professional development?,['Text'],It has had a positive impact on my career,concise,short
TEXT,What impact did the convention have on your professional development?,['Text'],I learned a lot from the convention,colloquial,short
TEXT,What improvements could be made to the convention?,['Text'],The convention could be improved,verbose,short
TEXT,What improvements could be made to the convention?,['Text'],The convention could be improved,concise,short
TEXT,What improvements could be made to the convention?,['Text'],The convention could be improved,colloquial,short
TEXT,What improvements could be made to the convention?,['Text'],The convention could be improved,explanatory,short
TEXT,What improvements could be made to the convention?,['Text'],The convention could be improved,annoyed,short
TEXT,What improvements could be made to the efficiency of the manufacturing process?,['Text'],The manufacturing process could be more efficient,verbose,short
TEXT,What improvements could be made to the efficiency of the manufacturing process?,['Text'],The manufacturing process could be more efficient,explanatory,short
TEXT,What improvements could be made to the efficiency of the manufacturing process?,['Text'],The manufacturing process could be improved,annoyed,short
TEXT,What improvements would you suggest for our support system?,['Text'],We need to improve our support system,verbose,short
TEXT,What improvements would you suggest for our support system?,['Text'],We need to improve our support system,concise,short
TEXT,What improvements would you suggest for our support system?,['Text'],I would like to see a better support system,colloquial,short
TEXT,What improvements would you suggest for our support system?,['Text'],We need to improve our support system,explanatory,short
TEXT,What improvements would you suggest for our support system?,['Text'],Id like to see a better support system,annoyed,short
TEXT,What is your feedback on the overall design and layout of the convention?,['Text'],I think its a good idea,concise,short
TEXT,What is your feedback on the overall design and layout of the convention?,['Text'],Im not sure,colloquial,short
TEXT,What is your feedback on the quality of the presentations?,['Text'],Im not sure if its a good thing or not,explanatory,short
TEXT,What is your feedback on the venue?,['Text'],Im satisfied with the venue,colloquial,short
TEXT,What is your feedback on the venue?,['Text'],Ive been there a few times,explanatory,short
TEXT,What is your feedback on the venue?,['Text'],Im disappointed,annoyed,short
TEXT,What is your overall impression of the convention's level of professionalism?,['Text'],I think its a good convention,verbose,short
TEXT,What is your overall impression of the convention's level of professionalism?,['Text'],I think its a good convention,concise,short
TEXT,What is your overall impression of the convention's level of professionalism?,['Text'],I think its a good convention,colloquial,short
TEXT,What is your overall impression of the convention's level of professionalism?,['Text'],I think its a good convention,explanatory,short
TEXT,What is your suggestion for improving the support process?,['Text'],I think its a good idea,verbose,short
TEXT,What is your suggestion for improving the support process?,['Text'],I would like to improve the support process,concise,short
TEXT,What is your suggestion for improving the support process?,['Text'],I would like to improve the support process,colloquial,short
TEXT,What is your suggestion for improving the support process?,['Text'],I would like to improve the support process,explanatory,short
TEXT,What lessons were learned from the communication?,['Text'],I learned to be a good listener,verbose,short
TEXT,What lessons were learned from the communication?,['Text'],I learned a lot from the communication,concise,short
TEXT,What lessons were learned from the communication?,['Text'],I learned to be a good listener,colloquial,short
TEXT,What lessons were learned from the communication?,['Text'],I learned to be a good listener,explanatory,short
TEXT,What lessons were learned from the communication?,['Text'],I learned a lot from the communication,annoyed,short
TEXT,What resources or support did you find most helpful?,['Text'],I found a lot of resources or support,verbose,short
TEXT,What resources or support did you find most helpful?,['Text'],I found it to be helpful,concise,short
TEXT,What resources or support did you find most helpful?,['Text'],I found a lot of resources or support,colloquial,short
TEXT,What resources or support did you find most helpful?,['Text'],I found a lot of resources or support,explanatory,short
TEXT,What resources or support did you find most helpful?,['Text'],I found a lot of resources or support,annoyed,short
TEXT,What specific actions did the agent take that you appreciated?,['Text'],I appreciated the agents efforts,explanatory,short
TEXT,What specific actions did the agent take that you did not appreciate?,['Text'],I didnt appreciate the agents actions,verbose,short
TEXT,What specific actions did the agent take that you did not appreciate?,['Text'],I didnt appreciate the agents actions,concise,short
TEXT,What specific actions did the agent take that you did not appreciate?,['Text'],I did not appreciate the agents actions,colloquial,short
TEXT,What specific actions did the agent take that you did not appreciate?,['Text'],I didnt appreciate the actions of the agent,explanatory,short
TEXT,What specific actions did the agent take that you did not appreciate?,['Text'],I didnt appreciate the actions of the agent,annoyed,short
TEXT,What steps did the agent take to resolve your issue?,['Text'],I asked for a refund,concise,short
TEXT,What steps did the agent take to resolve your issue?,['Text'],I asked for a refund,explanatory,short
TEXT,What steps did the agent take to resolve your issue?,['Text'],I asked for a refund,annoyed,short
TEXT,What suggestions do you have for future conventions?,['Text'],Id like to have a convention in the future,concise,short
TEXT,What suggestions do you have for future conventions?,['Text'],I think its a good idea,colloquial,short
TEXT,What suggestions do you have for future conventions?,['Text'],I think its a good idea,explanatory,short
TEXT,What suggestions do you have for future conventions?,['Text'],Id like to see a change in the conventions,annoyed,short
TEXT,What tools or resources could have helped the agent resolve your issue more efficiently?,['Text'],I dont know,annoyed,short
TEXT,What was the least helpful aspect of the support?,['Text'],I didnt think it was helpful at all,concise,short
TEXT,What was the least helpful aspect of the support?,['Text'],I didnt think it was helpful at all,colloquial,short
TEXT,What was the least helpful aspect of the support?,['Text'],The support was unhelpful and dissatisfied,annoyed,short
TEXT,What was the message of the communication?,['Text'],Im going to be a good friend to you,verbose,short
TEXT,What was the message of the communication?,['Text'],I dont know if its a joke or a joke,annoyed,short
TEXT,What was the most helpful aspect of the support?,['Text'],The support was very helpful,concise,short
TEXT,What was the most helpful aspect of the support?,['Text'],Im grateful for the support,colloquial,short
TEXT,What was the most helpful aspect of the support?,['Text'],The support was very helpful,annoyed,short
TEXT,What was the purpose of the communication?,['Text'],It was a message to the public,colloquial,short
TEXT,What was the quality of the resources provided?,['Text'],The quality of the resources was poor,verbose,short
TEXT,What was the quality of the resources provided?,['Text'],The quality of the resources was poor,concise,short
TEXT,What was the quality of the resources provided?,['Text'],The quality of the resources was poor,colloquial,short
TEXT,What was your favorite part of the support interaction?,['Text'],I liked the support interaction,concise,short
TEXT,What was your favorite part of the support interaction?,['Text'],Im not a fan of the support interaction,colloquial,short
TEXT,What was your favorite part of the support interaction?,['Text'],Im a fan of the support interaction,explanatory,short
TEXT,What was your initial impression of the support agent?,['Text'],I was impressed,verbose,short
TEXT,What was your initial impression of the support agent?,['Text'],I was impressed,concise,short
TEXT,What was your initial impression of the support agent?,['Text'],I was impressed,colloquial,short
TEXT,What was your initial impression of the support agent?,['Text'],I was greeted with a smile,explanatory,short
TEXT,What was your initial impression of the support agent?,['Text'],I was dissatisfied,annoyed,short
TEXT,What was your least favorite part of the support interaction?,['Text'],I thought it was the best part of the interaction,concise,short
TEXT,What was your least favorite part of the support interaction?,['Text'],Im not sure if its a good thing or a bad thing,annoyed,short
TEXT,What were the barriers to communication?,['Text'],I had a hard time communicating with people,verbose,short
TEXT,What were the barriers to communication?,['Text'],I didnt know what to do,colloquial,short
TEXT,What were the barriers to communication?,['Text'],I dont know what to do about it,annoyed,short
TEXT,What were the communication channels used?,['Text'],The Internet,verbose,short
TEXT,What were the communication channels used?,['Text'],The Internet,concise,short
TEXT,What were the communication channels used?,['Text'],I didnt know what I was talking about,explanatory,short
TEXT,What were the communication channels used?,['Text'],I dont know,annoyed,short
TEXT,What were the ethical considerations involved in the communication?,['Text'],I did not want to offend anyone,annoyed,short
TEXT,What were the intended and unintended consequences of the communication?,['Text'],The communication was unintended and unintended,verbose,short
TEXT,What were the intended and unintended consequences of the communication?,['Text'],The communication was unintended and unintended,concise,short
TEXT,What were the intended and unintended consequences of the communication?,['Text'],The communication was a joke,colloquial,short
TEXT,What were the intended and unintended consequences of the communication?,['Text'],The communication was unintended and unintended,explanatory,short
TEXT,What were the key takeaways?,['Text'],I think the key takeaways are,verbose,short
TEXT,What were the outcomes of the communication?,['Text'],The communication was a good one,verbose,short
TEXT,What were the outcomes of the communication?,['Text'],It was a good communication,concise,short
TEXT,What were the outcomes of the communication?,['Text'],The communication was a good one,colloquial,short
TEXT,What were the outcomes of the communication?,['Text'],The communication was a good one,explanatory,short
TEXT,What were the outcomes of the communication?,['Text'],I was very dissatisfied,annoyed,short
TEXT,What were the results?,['Text'],Im glad I didnt have to go to the hospital,concise,short
TEXT,What were the results?,['Text'],I had a lot of questions,colloquial,short
TEXT,What were the results?,['Text'],Im glad I didnt have to do it,explanatory,short
TEXT,What were the results?,['Text'],I was frustrated and dissatisfied,annoyed,short
TEXT,What were the strengths and weaknesses of the convention's communication strategy?,['Text'],The conventions communication strategy was weak,verbose,short
TEXT,What were the strengths and weaknesses of the convention's communication strategy?,['Text'],The conventions communication strategy was weak,concise,short
TEXT,What were the strengths and weaknesses of the convention's communication strategy?,['Text'],The conventions communication strategy was weak,colloquial,short
TEXT,What were the strengths and weaknesses of the convention's communication strategy?,['Text'],The conventions communication strategy was weak,annoyed,short
TEXT,What were your biggest challenges during the convention?,['Text'],I had a lot of questions about the convention,verbose,short
TEXT,What were your biggest challenges during the convention?,['Text'],I was unable to find a place to stay,colloquial,short
TEXT,What were your biggest challenges during the convention?,['Text'],I had a great time,explanatory,short
TEXT,What were your biggest challenges during the convention?,['Text'],I had a hard time figuring out what to do,annoyed,short
TEXT,What were your expectations before attending the convention?,['Text'],I was excited about the convention,verbose,short
TEXT,What were your expectations before attending the convention?,['Text'],I was excited to attend the convention,concise,short
TEXT,What were your expectations before attending the convention?,['Text'],I was excited about the convention,colloquial,short
TEXT,What were your expectations before attending the convention?,['Text'],I had a good time,explanatory,short
TEXT,What were your expectations before attending the convention?,['Text'],I was excited to be a part of the convention,annoyed,short
TEXT,What were your observations?,['Text'],I was surprised at the amount of money I spent,concise,short
TEXT,What were your observations?,['Text'],Im not sure if its a bad thing or a bad thing,explanatory,short
TEXT,What would you change about the schedule of events?,['Text'],I would change the schedule of events,verbose,short
TEXT,What would you change about the schedule of events?,['Text'],I would change the schedule of events,concise,short
TEXT,What would you change about the schedule of events?,['Text'],I would change the schedule of events,colloquial,short
TEXT,What would you change about the schedule of events?,['Text'],I would change the schedule of events,explanatory,short
TEXT,What would you change about the schedule of events?,['Text'],I would change the schedule of events,annoyed,short
TEXT,What would you do differently next time?,['Text'],I would do something different next time,verbose,short
TEXT,What would you do differently next time?,['Text'],I would do something different next time,concise,short
TEXT,What would you do differently next time?,['Text'],I would have asked for a refund,colloquial,short
TEXT,What would you do differently next time?,['Text'],I would do something different next time,explanatory,short
TEXT,What would you do differently next time?,['Text'],I would do something different next time,annoyed,short
TEXT,Would you recommend our support to others? Why or why not?,['Text'],Why not,verbose,short
TEXT,Would you recommend our support to others? Why or why not?,['Text'],Why not,concise,short
TEXT,Would you recommend our support to others? Why or why not?,['Text'],Why not,colloquial,short
TEXT,Would you recommend our support to others? Why or why not?,['Text'],Because Im a supporter,explanatory,short
TEXT,Would you recommend our support to others? Why or why not?,['Text'],Why not,annoyed,short
NUMBER,How many attendees are expected at the conference?,['attendee count'],There are a lot of people at the conference,colloquial,short
NUMBER,How many attendees are expected at the conference?,['attendee count'],There are a lot of people at the conference,annoyed,short
NUMBER,How many books did you read last year?,['books read'],I read about ten books last year,verbose,short
NUMBER,How many books did you read last year?,['books read'],I read a lot of books last year,concise,short
NUMBER,How many books did you read last year?,['books read'],I read about 20 books last year,colloquial,short
NUMBER,How many books did you read last year?,['books read'],I read a total of 5 books last year,explanatory,short
NUMBER,How many books did you read last year?,['books read'],I read a lot of books last year,annoyed,short
NUMBER,How many chapters are in this document?,['chapter count'],There are 12 chapters,concise,short
NUMBER,How many chapters are in this document?,['chapter count'],There are five chapters,colloquial,short
NUMBER,How many chapters are in this document?,['chapter count'],There are five chapters in this document,explanatory,short
NUMBER,How many chapters are in this document?,['chapter count'],There are three chapters in this document,annoyed,short
NUMBER,How many children are in your household?,['number of children'],I have two children,verbose,short
NUMBER,How many children are in your household?,['number of children'],I have three children,concise,short
NUMBER,How many children are in your household?,['number of children'],I have two children,colloquial,short
NUMBER,How many children are in your household?,['number of children'],I have two children,explanatory,short
NUMBER,How many children are in your household?,['number of children'],I have two children,annoyed,short
NUMBER,How many credit cards do you have?,['credit card count'],I have one,verbose,short
NUMBER,How many credit cards do you have?,['credit card count'],I have one,concise,short
NUMBER,How many credit cards do you have?,['credit card count'],I have one,colloquial,short
NUMBER,How many credit cards do you have?,['credit card count'],I have two credit cards,explanatory,short
NUMBER,How many credit cards do you have?,['credit card count'],I have a lot of credit cards,annoyed,short
NUMBER,How many cups of coffee do you drink daily?,['coffee consumption'],I drink a few cups of coffee a day,verbose,short
NUMBER,How many cups of coffee do you drink daily?,['coffee consumption'],I drink about two cups of coffee a day,concise,short
NUMBER,How many cups of coffee do you drink daily?,['coffee consumption'],I drink a few cups a day,colloquial,short
NUMBER,How many cups of coffee do you drink daily?,['coffee consumption'],I drink about three cups of coffee a day,explanatory,short
NUMBER,How many cups of coffee do you drink daily?,['coffee consumption'],I drink a lot of coffee,annoyed,short
NUMBER,How many customer complaints were received this quarter?,['customer complaints'],0 complaints,verbose,short
NUMBER,How many customer complaints were received this quarter?,['customer complaints'],0 complaints,concise,short
NUMBER,How many customer complaints were received this quarter?,['customer complaints'],0 complaints,colloquial,short
NUMBER,How many customer complaints were received this quarter?,['customer complaints'],We received a lot of complaints this quarter,explanatory,short
NUMBER,How many customer complaints were received this quarter?,['customer complaints'],We received a lot of complaints this quarter,annoyed,short
NUMBER,How many days a week do you exercise?,['exercise frequency'],I exercise on three days a week,verbose,short
NUMBER,How many days a week do you exercise?,['exercise frequency'],I exercise for 7 days a week,concise,short
NUMBER,How many days a week do you exercise?,['exercise frequency'],I exercise 7 days a week,colloquial,short
NUMBER,How many days a week do you exercise?,['exercise frequency'],I exercise a total of 7 days a week,explanatory,short
NUMBER,How many days a week do you exercise?,['exercise frequency'],I exercise 7 days a week,annoyed,short
NUMBER,How many days are left until the deadline?,['days until deadline'],30 days,verbose,short
NUMBER,How many days are left until the deadline?,['days until deadline'],0 days,concise,short
NUMBER,How many days are left until the deadline?,['days until deadline'],Several days,colloquial,short
NUMBER,How many days are left until the deadline?,['days until deadline'],30 days,explanatory,short
NUMBER,How many days are left until the deadline?,['days until deadline'],30 days,annoyed,short
NUMBER,How many days of vacation did you take last year?,['vacation days'],I took a total of 12 days of vacation last year,verbose,short
NUMBER,How many days of vacation did you take last year?,['vacation days'],I took 4 days of vacation last year,concise,short
NUMBER,How many days of vacation did you take last year?,['vacation days'],I took 4 days of vacation last year,colloquial,short
NUMBER,How many days of vacation did you take last year?,['vacation days'],I took 8 days of vacation last year,explanatory,short
NUMBER,How many days of vacation did you take last year?,['vacation days'],I took 4 days of vacation last year,annoyed,short
NUMBER,How many different product lines does the company manufacture?,['product line count'],The company manufactures a variety of products,verbose,short
